name,link,sal_min,sal_max,sal_cur,sal_term,site
Data engineer (BI инженер),https://hh.ru/vacancy/38851828,90000,130000,руб.,месяц,https://hh.ru
Monitoring Engineer (Golang),https://hh.ru/vacancy/38949982,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38387143,,,,,https://hh.ru
Стажер-тестировщик С++,https://hh.ru/vacancy/37889716,45000,,руб.,месяц,https://hh.ru
Python разработчик (DWH),https://hh.ru/vacancy/38946871,,,,,https://hh.ru
Java Developer,https://hh.ru/vacancy/38466261,,,,,https://hh.ru
Аналитик - разработчик,https://hh.ru/vacancy/38654621,,,,,https://hh.ru
Data Engineer (BI инженер),https://hh.ru/vacancy/38843537,,,,,https://hh.ru
Специалист по функциональному тестированию (со знанием SQL и основ Python),https://hh.ru/vacancy/38433156,,,,,https://hh.ru
Ведущий методист/редактор по информатике,https://hh.ru/vacancy/39040307,70000,,руб.,месяц,https://hh.ru
Специалист службы технической поддержки,https://hh.ru/vacancy/38376026,,,,,https://hh.ru
Аналитик / Риск-менеджер,https://hh.ru/vacancy/39035659,,,,,https://hh.ru
Системный администратор Informatica PC,https://hh.ru/vacancy/39022487,,,,,https://hh.ru
Разработчик сервисов для платформы внутреннего облака,https://hh.ru/vacancy/39033721,,,,,https://hh.ru
Middle data scientist,https://hh.ru/vacancy/37226477,,,,,https://hh.ru
Full-stack разработчик,https://hh.ru/vacancy/38993981,,,,,https://hh.ru
Главный специалист Отдела серверных решений/ Системный Администратор Linux (DevOps),https://hh.ru/vacancy/34558594,,,,,https://hh.ru
Data Scientist/Senior Data Scientist,https://hh.ru/vacancy/38995758,,,,,https://hh.ru
Data Engineer (ДИТ GR),https://hh.ru/vacancy/38975067,,,,,https://hh.ru
Senior Backend разработчик (B2B),https://hh.ru/vacancy/38405613,270000,,руб.,месяц,https://hh.ru
Ведущий С/С++ программист Tarantool,https://hh.ru/vacancy/38974680,,,,,https://hh.ru
Программист С++,https://hh.ru/vacancy/39003941,150000,250000,руб.,месяц,https://hh.ru
QA Engineer API (Fares),https://hh.ru/vacancy/38984801,,,,,https://hh.ru
Младший разработчик Frontend JS,https://hh.ru/vacancy/38989703,70000,,руб.,месяц,https://hh.ru
Ведущий аналитик-разработчик,https://hh.ru/vacancy/38651005,,,,,https://hh.ru
Senior Golang разработчик,https://hh.ru/vacancy/38462330,,250000,руб.,месяц,https://hh.ru
Game Analyst,https://hh.ru/vacancy/38412030,,,,,https://hh.ru
Программист BackEnd (по разработке платформы управления рекламным инвентарем),https://hh.ru/vacancy/39013712,,,,,https://hh.ru
Инженер по внедрению ПО,https://hh.ru/vacancy/38155132,,,,,https://hh.ru
Ведущий аудитор,https://hh.ru/vacancy/39043972,,,,,https://hh.ru
Разработчик Frontend JS,https://hh.ru/vacancy/38990190,110000,,руб.,месяц,https://hh.ru
Data Engineer / ML Engineer,https://hh.ru/vacancy/38841115,,,,,https://hh.ru
Data Scientist (EY Technology),https://hh.ru/vacancy/38981493,,,,,https://hh.ru
DevOps Manager,https://hh.ru/vacancy/38715306,,,,,https://hh.ru
Senior Analyst (Automation and Data Analytics Team),https://hh.ru/vacancy/38997942,,,,,https://hh.ru
Автор курса “Алгоритмы и структуры данных для разработчиков”,https://hh.ru/vacancy/38387203,,,,,https://hh.ru
Python разработчик в команду IaaS (MCS),https://hh.ru/vacancy/38958359,,,,,https://hh.ru
Эксперт-администратор Linux,https://hh.ru/vacancy/38487660,,,,,https://hh.ru
Старший продуктовый аналитик,https://hh.ru/vacancy/38488315,,,,,https://hh.ru
Инженер компьютерного зрения / Senior Computer Vision Engineer,https://hh.ru/vacancy/38818704,,350000,руб.,месяц,https://hh.ru
C++ разработчик в проект Юла,https://hh.ru/vacancy/38457280,,,,,https://hh.ru
Finance manager,https://hh.ru/vacancy/39049630,60000,90000,руб.,месяц,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38387635,,,,,https://hh.ru
ML инженер в Яндекс.Вертикали (Авто.ру и Я.Недвижимость),https://hh.ru/vacancy/39012027,,,,,https://hh.ru
Менеджер по организации тестирования,https://hh.ru/vacancy/37193176,,,,,https://hh.ru
PHP-программист (Backend-разработчик),https://hh.ru/vacancy/37833719,80000,100000,руб.,месяц,https://hh.ru
"Разработчик (Python, ETL)",https://hh.ru/vacancy/38938336,110000,140000,руб.,месяц,https://hh.ru
Ведущий инженер по сопровождению АС (Единая фронтальная система),https://hh.ru/vacancy/38685774,,,,,https://hh.ru
Senior Golang разработчик,https://hh.ru/vacancy/38461849,,300000,руб.,месяц,https://hh.ru
Младший программист,https://hh.ru/vacancy/38984188,,50000,руб.,месяц,https://hh.ru
Инженер-программист С++ Qt (GUI),https://hh.ru/vacancy/38990909,,,,,https://hh.ru
Аналитик-Разработчик /Дата-инженер (Руководитель проекта),https://hh.ru/vacancy/39031250,80000,300000,руб.,месяц,https://hh.ru
Старший аналитик,https://hh.ru/vacancy/39019372,,,,,https://hh.ru
Computer vision engineer,https://hh.ru/vacancy/38362817,,,,,https://hh.ru
Продуктовый аналитик,https://hh.ru/vacancy/35604234,,,,,https://hh.ru
Эконометрист / Аналитик,https://hh.ru/vacancy/38162087,,,,,https://hh.ru
"Ведущий разработчик Oracle, PostgreSQL​​​​​​​",https://hh.ru/vacancy/38996240,120000,180000,руб.,месяц,https://hh.ru
Data Engineer,https://hh.ru/vacancy/38952540,,,,,https://hh.ru
DevOps (payments infrastructure),https://hh.ru/vacancy/32356126,,,,,https://hh.ru
Computer Vision Engineer,https://hh.ru/vacancy/38948899,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38975661,,120000,руб.,месяц,https://hh.ru
Менеджер по развитию категории,https://hh.ru/vacancy/39041370,,,,,https://hh.ru
"Наставник в Практикум на программу обучения ""Бэкенд-разработчик""",https://hh.ru/vacancy/38670379,,,,,https://hh.ru
"Senior QA Engineer (Manual, Automation, Кипр)",https://hh.ru/vacancy/37855206,,,,,https://hh.ru
"Старший менеджер по информационной безопасности (сетевая безопасность, системы класса IPS, WAF)",https://hh.ru/vacancy/37815026,,,,,https://hh.ru
Senior DevOps Engineer,https://hh.ru/vacancy/38413471,,,,,https://hh.ru
Специалист сопровождения торговой системы,https://hh.ru/vacancy/39024872,,100000,руб.,месяц,https://hh.ru
Senior Devops,https://hh.ru/vacancy/37855618,,,,,https://hh.ru
Senior Release Engineer,https://hh.ru/vacancy/38735436,,,,,https://hh.ru
Инженер по сопровождению Linux,https://hh.ru/vacancy/38974830,,,,,https://hh.ru
Senior java developer (команда архитектура),https://hh.ru/vacancy/37673991,250000,,руб.,месяц,https://hh.ru
Менеджер по анализу целевых коммуникаций,https://hh.ru/vacancy/37848040,,,,,https://hh.ru
Системный инженер / System Engineer,https://hh.ru/vacancy/38996901,,,,,https://hh.ru
Аналитик в Security Operations Center,https://hh.ru/vacancy/32954155,,,,,https://hh.ru
DevOps Engineer/ Linux-Administrator,https://hh.ru/vacancy/38386758,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/37453548,,,,,https://hh.ru
Системный администратор Linux,https://hh.ru/vacancy/34070953,150000,,руб.,месяц,https://hh.ru
Технический специалист | Администратор отдела медиабаинга,https://hh.ru/vacancy/38122797,60000,,руб.,месяц,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/38952901,,,,,https://hh.ru
Инженер-исследователь систем управления беспилотных транспортных средств,https://hh.ru/vacancy/38743594,,,,,https://hh.ru
Главный специалист по тестированию,https://hh.ru/vacancy/37583017,,,,,https://hh.ru
Менеджер продукта,https://hh.ru/vacancy/37701192,,,,,https://hh.ru
Data scientist (Сберсоветник),https://hh.ru/vacancy/38580904,,,,,https://hh.ru
Старший инженер-разработчик С++ в отдел алгоритмической торговли,https://hh.ru/vacancy/38991709,200000,,руб.,месяц,https://hh.ru
Инженер DevOps (возможно remote),https://hh.ru/vacancy/38988140,,,,,https://hh.ru
Devops инженер,https://hh.ru/vacancy/38603797,,,,,https://hh.ru
Преподаватель по программированию,https://hh.ru/vacancy/38377568,25000,45000,руб.,месяц,https://hh.ru
Machine Learning developer,https://hh.ru/vacancy/38422017,,,,,https://hh.ru
Стажер SAP BI/BW (поддержка),https://hh.ru/vacancy/35433946,,35000,руб.,месяц,https://hh.ru
Middle Data Scientist NLP,https://hh.ru/vacancy/38440446,,,,,https://hh.ru
Senior Test Development Engineer/Expert in App,https://hh.ru/vacancy/36324809,,,,,https://hh.ru
Специалист /Управление рисками. Рыночные риски/,https://hh.ru/vacancy/39012365,,,,,https://hh.ru
Архитектор DWH DQ,https://hh.ru/vacancy/39017221,,,,,https://hh.ru
Data разработчик,https://hh.ru/vacancy/38967671,,,,,https://hh.ru
Head of Software Engineering (B2B),https://hh.ru/vacancy/38381504,,,,,https://hh.ru
Middle DevOps Engineer,https://hh.ru/vacancy/38221770,,,,,https://hh.ru
Junior разработчик/ Developer/ PHP/Python/,https://hh.ru/vacancy/38957307,,100000,руб.,месяц,https://hh.ru
Инженер технической поддержки,https://hh.ru/vacancy/38505192,100000,150000,руб.,месяц,https://hh.ru
PHP-разработчик (аналитическая платформа myTracker),https://hh.ru/vacancy/37752897,,,,,https://hh.ru
Full stack web-разработчик,https://hh.ru/vacancy/38602987,,,,,https://hh.ru
Разработчик DWH / Ведущий data-инженер (инженер по работе с данными),https://hh.ru/vacancy/38973193,,,,,https://hh.ru
Ведущий эксперт поддержки ДБО,https://hh.ru/vacancy/39020387,,,,,https://hh.ru
DevOps Engineer,https://hh.ru/vacancy/38708705,,,,,https://hh.ru
Стажер-разработчик Java,https://hh.ru/vacancy/38055618,,,,,https://hh.ru
Руководитель направления автоматизированного тестирования,https://hh.ru/vacancy/38122830,,,,,https://hh.ru
Программист микроконтроллеров / Программист электроники,https://hh.ru/vacancy/38799618,,,,,https://hh.ru
Python/Go разработчик в команду PaaS (MCS),https://hh.ru/vacancy/37854490,,,,,https://hh.ru
Инженер по автоматизированному тестированию,https://hh.ru/vacancy/38949328,,,,,https://hh.ru
"Администратор Linux/Devops, Москва",https://hh.ru/vacancy/36643288,,,,,https://hh.ru
Преподаватель компьютерных курсов,https://hh.ru/vacancy/39015519,30000,110000,руб.,месяц,https://hh.ru
Преподаватель курса Python для детей (удалённо),https://hh.ru/vacancy/38948630,25000,50000,руб.,месяц,https://hh.ru
Главный эксперт по сопровождению системы выплат,https://hh.ru/vacancy/38549660,,,,,https://hh.ru
Аналитик Центра риск-технологий розничного кредитования,https://hh.ru/vacancy/39021966,,,,,https://hh.ru
DataBase Developer/разработчик баз данных (ЦПРИ),https://hh.ru/vacancy/37889690,,,,,https://hh.ru
Специалист по внедрению,https://hh.ru/vacancy/38996834,,,,,https://hh.ru
Руководитель направления моделирования клиентского поведения,https://hh.ru/vacancy/39025520,,,,,https://hh.ru
Инженер по тестированию/QA,https://hh.ru/vacancy/38300163,,,,,https://hh.ru
Старший аналитик-разработчик в Яндекс.Услуги,https://hh.ru/vacancy/36704295,,,,,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/38958683,,,,,https://hh.ru
Frontend developer,https://hh.ru/vacancy/38989152,,,,,https://hh.ru
Системный администратор,https://hh.ru/vacancy/38984407,110000,,руб.,месяц,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/38957734,,,,,https://hh.ru
Team lead (Python),https://hh.ru/vacancy/38252549,,,,,https://hh.ru
QA / Тестировщик,https://hh.ru/vacancy/37896174,,,,,https://hh.ru
Cloud Platform Architect / Архитектор облачной платформы,https://hh.ru/vacancy/39009604,,,,,https://hh.ru
Senior Data Scientist,https://hh.ru/vacancy/38956895,,,,,https://hh.ru
Стажер backend – разработчик,https://hh.ru/vacancy/38944316,,,,,https://hh.ru
Data-инженер в команду Data Lake,https://hh.ru/vacancy/38959427,,,,,https://hh.ru
Solutions Architect (Azure & Wintel),https://hh.ru/vacancy/38989659,,,,,https://hh.ru
Стажер в аналитику,https://hh.ru/vacancy/38957986,,,,,https://hh.ru
Ведущий инженер-программист С++,https://hh.ru/vacancy/38990923,,,,,https://hh.ru
Разработчик C++ в команду DevTools,https://hh.ru/vacancy/38951852,,,,,https://hh.ru
Data engineer,https://hh.ru/vacancy/38927261,,,,,https://hh.ru
Senior Data Scientist CV/NLP (команда IDP),https://hh.ru/vacancy/38793204,,,,,https://hh.ru
DevOps ML (HR-платформа),https://hh.ru/vacancy/37624354,,,,,https://hh.ru
DevOps ML (HR-платформа),https://hh.ru/vacancy/37677909,,,,,https://hh.ru
Team lead / Ведущий разработчик,https://hh.ru/vacancy/38876866,150000,300000,руб.,месяц,https://hh.ru
Senior Data Scientist в NLP лабораторию,https://hh.ru/vacancy/38426832,,,,,https://hh.ru
Инженер по тестированию frontend/ QA-инженер frontend,https://hh.ru/vacancy/38612147,,,,,https://hh.ru
Преподаватель на факультете дизайна в Яндекс.Практикум,https://hh.ru/vacancy/39017102,,,,,https://hh.ru
Главный специалист Управления внутреннего аудита,https://hh.ru/vacancy/39037402,,,,,https://hh.ru
SRE & Observability Engineer (senior),https://hh.ru/vacancy/38011674,,,,,https://hh.ru
CTO/Технический директор проекта,https://hh.ru/vacancy/38590757,,500000,руб.,месяц,https://hh.ru
Senior C# developer,https://hh.ru/vacancy/36881508,,,,,https://hh.ru
DevOps Инженер,https://hh.ru/vacancy/37173810,,,,,https://hh.ru
Python разработчик в инфраструктурную команду (Маруся),https://hh.ru/vacancy/38368836,,,,,https://hh.ru
BI Developer,https://hh.ru/vacancy/34627949,,,,,https://hh.ru
Application Security Engineer (Инженер по безопасности приложений),https://hh.ru/vacancy/38997688,100000,180000,руб.,месяц,https://hh.ru
Data Engineer (Big Data),https://hh.ru/vacancy/38922614,,,,,https://hh.ru
BI senior developer,https://hh.ru/vacancy/35373253,,,,,https://hh.ru
Системный администратор Unix,https://hh.ru/vacancy/38379751,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38955307,,,,,https://hh.ru
Стажер-разработчик VBA,https://hh.ru/vacancy/38936908,,,,,https://hh.ru
Frontend lead (React),https://hh.ru/vacancy/35928824,,,,,https://hh.ru
Ведущий DevOps-инженер,https://hh.ru/vacancy/38949010,,,,,https://hh.ru
QA Engineer/Тестировщик мобильных приложений,https://hh.ru/vacancy/35776679,,,,,https://hh.ru
"Ведущий сетевой инженер (Wifi, NetOps)",https://hh.ru/vacancy/38892111,,,,,https://hh.ru
Архитектор программных решений,https://hh.ru/vacancy/35956659,,,,,https://hh.ru
Frontend senior (React),https://hh.ru/vacancy/35929163,,,,,https://hh.ru
Senior Software Development Engineer in Test (Python),https://hh.ru/vacancy/37441053,,,,,https://hh.ru
Senior Data Scientist (Дивизион ЦКР),https://hh.ru/vacancy/38431497,,,,,https://hh.ru
Python Senior back end developer,https://hh.ru/vacancy/38918807,,,,,https://hh.ru
Web-разработчик Full stack,https://hh.ru/vacancy/38366703,150000,200000,руб.,месяц,https://hh.ru
DevOps-инженер/DevOps Teamlead,https://hh.ru/vacancy/38120724,,,,,https://hh.ru
Аналитик,https://hh.ru/vacancy/38480764,,,,,https://hh.ru
"Программист C++, TechLead",https://hh.ru/vacancy/38412947,,170000,руб.,месяц,https://hh.ru
Аналитик в операционный блок,https://hh.ru/vacancy/38651248,,,,,https://hh.ru
DevOps-инженер в Маркет,https://hh.ru/vacancy/38968898,,,,,https://hh.ru
Системный инженер Linux/Linux engineer,https://hh.ru/vacancy/38854075,,,,,https://hh.ru
Data Analyst/Дата-аналитик,https://hh.ru/vacancy/37925375,,,,,https://hh.ru
Актуарий,https://hh.ru/vacancy/37682044,,,,,https://hh.ru
Бизнес-аналитик / BI аналитик,https://hh.ru/vacancy/38349927,,,,,https://hh.ru
Senior data scientist,https://hh.ru/vacancy/38487983,,,,,https://hh.ru
Data scientist /аналитик данных,https://hh.ru/vacancy/38915999,100000,,руб.,месяц,https://hh.ru
ML engineer (продукт HR-платформа),https://hh.ru/vacancy/38131473,,,,,https://hh.ru
Руководитель группы / Teamlead отдела разработки (R&D),https://hh.ru/vacancy/38589153,,,,,https://hh.ru
Data engineer (управление Благосостоянием),https://hh.ru/vacancy/38033622,,,,,https://hh.ru
DevOps-инженер (SberRadar),https://hh.ru/vacancy/38388597,,,,,https://hh.ru
"Full stack разработчик (Python, React / Vue, PostgreSQL, Docker)",https://hh.ru/vacancy/38918505,130000,,руб.,месяц,https://hh.ru
Системный администратор/DevOps инженер Linux,https://hh.ru/vacancy/38685823,,,,,https://hh.ru
Старший разработчик в команду контент-системы,https://hh.ru/vacancy/36512504,,,,,https://hh.ru
Data Scientist (Big Data),https://hh.ru/vacancy/38922630,,,,,https://hh.ru
Инженер проектов,https://hh.ru/vacancy/38348021,100000,,руб.,месяц,https://hh.ru
Архитектор (MTS AI),https://hh.ru/vacancy/37694746,,,,,https://hh.ru
Разработчик,https://hh.ru/vacancy/37922673,,,,,https://hh.ru
Сетевой инженер,https://hh.ru/vacancy/38491001,,,,,https://hh.ru
Data Science / ASR разработчик (Middle),https://hh.ru/vacancy/38438420,150000,,руб.,месяц,https://hh.ru
Старший эксперт по автоматизации (Linux),https://hh.ru/vacancy/38452414,,,,,https://hh.ru
Middle Data Scientist (ДККК),https://hh.ru/vacancy/38636757,,,,,https://hh.ru
Старший разработчик,https://hh.ru/vacancy/38988121,,,,,https://hh.ru
Стажер - Разработчик RPA,https://hh.ru/vacancy/38945232,,,,,https://hh.ru
Системный аналитик DWH в Маркет,https://hh.ru/vacancy/38968877,,,,,https://hh.ru
Специалист по автоматизированному тестированию,https://hh.ru/vacancy/38923034,,,,,https://hh.ru
Аналитик,https://hh.ru/vacancy/38120856,,,,,https://hh.ru
Ведущий эксперт по развитию/ сетевой эксперт,https://hh.ru/vacancy/38678225,,,,,https://hh.ru
Старший разработчик в инфраструктуру облака,https://hh.ru/vacancy/36935237,,,,,https://hh.ru
Media Buyers Facebook Gambling / Арбитражник,https://hh.ru/vacancy/38984241,50000,350000,руб.,месяц,https://hh.ru
Ведущий программист Backend,https://hh.ru/vacancy/38957478,,,,,https://hh.ru
Аналитик Колл-центра,https://hh.ru/vacancy/38984332,120000,,руб.,месяц,https://hh.ru
Developer C (KasperskyOS SDK Quality Control),https://hh.ru/vacancy/37146298,,,,,https://hh.ru
"Data Scientist (Транзакционный бизнес, корпоративный блок)",https://hh.ru/vacancy/38260133,,,,,https://hh.ru
DevOps-инженер (CDL/CDP ),https://hh.ru/vacancy/36282733,,,,,https://hh.ru
Специалист технической поддержки,https://hh.ru/vacancy/38714073,100000,,руб.,месяц,https://hh.ru
Старший/ведущий/главный специалист (Data science specialist) Отдела разработки моделей кред. рисков,https://hh.ru/vacancy/38996152,,,,,https://hh.ru
Стажер (Data аnalyst),https://hh.ru/vacancy/38936191,,,,,https://hh.ru
Руководитель направления по исследованию данных(Data Scientist),https://hh.ru/vacancy/34777225,,,,,https://hh.ru
Senior Data Scientist|Ведущий исследователь данных (ДКК 360),https://hh.ru/vacancy/38857578,,,,,https://hh.ru
Инженер по внедрению,https://hh.ru/vacancy/38387252,,,,,https://hh.ru
QA/DevOps engineer,https://hh.ru/vacancy/36706888,,,,,https://hh.ru
Data Scientist,https://hh.ru/vacancy/37523659,,,,,https://hh.ru
Аналитик (BigData),https://hh.ru/vacancy/38964570,,,,,https://hh.ru
Аналитик (Группа управленческой отчетности),https://hh.ru/vacancy/38990926,,,,,https://hh.ru
ML разработчик,https://hh.ru/vacancy/38917593,,,,,https://hh.ru
Аналитик (прогнозирования численности персонала),https://hh.ru/vacancy/38984507,,100000,руб.,месяц,https://hh.ru
Market researcher,https://hh.ru/vacancy/38388199,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38928761,,,,,https://hh.ru
Data scientist (Центр акционерного риска),https://hh.ru/vacancy/38859023,,,,,https://hh.ru
"Risk analyst (дистанционно, далее переезд во Вьетнам)",https://hh.ru/vacancy/38614805,,,,,https://hh.ru
Data Scientist,https://hh.ru/vacancy/38901600,,,,,https://hh.ru
Data Scientist в Корпоративно-Инвестиционный Блок Банка,https://hh.ru/vacancy/36550195,,,,,https://hh.ru
Программист (г. Москва),https://hh.ru/vacancy/38912786,,120000,руб.,месяц,https://hh.ru
Team Lead Data Scientist (Surge Pricing),https://hh.ru/vacancy/37457846,,,,,https://hh.ru
Lead Data Scientist (RecSys) at Sberbank Corporate,https://hh.ru/vacancy/36550187,,,,,https://hh.ru
Младший специалист,https://hh.ru/vacancy/38388243,,,,,https://hh.ru
Разработчик PL/SQL Oracle (финансовая система),https://hh.ru/vacancy/38943060,,,,,https://hh.ru
Бизнес-аналитик,https://hh.ru/vacancy/38981418,,,,,https://hh.ru
Разработчик BI-отчетности,https://hh.ru/vacancy/38480309,,,,,https://hh.ru
Data Analyst (Big Data),https://hh.ru/vacancy/38921603,,,,,https://hh.ru
Руководитель группы тестирования,https://hh.ru/vacancy/37947576,,,,,https://hh.ru
Backend developer (testing),https://hh.ru/vacancy/38965357,,,,,https://hh.ru
Ведущий Data engineer (DWH),https://hh.ru/vacancy/38920358,,,,,https://hh.ru
Системный администратор,https://hh.ru/vacancy/38946618,,,,,https://hh.ru
"Преподаватель на курс ""DevOps-инженер""",https://hh.ru/vacancy/38968431,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38922818,180000,250000,руб.,месяц,https://hh.ru
"Data Scientist, Дивизион «Массовая персонализация»",https://hh.ru/vacancy/38937276,,,,,https://hh.ru
Архитектор Оперативного Хранилища Данных (ODS),https://hh.ru/vacancy/38990699,,,,,https://hh.ru
Software development engineer in test (Anti-Rootkit) C#,https://hh.ru/vacancy/38934942,,,,,https://hh.ru
Middle+ Frontend разработчик (React/удаленно),https://hh.ru/vacancy/38955173,,150000,руб.,месяц,https://hh.ru
Эксперт по сопровождению серверной инфраструктуры,https://hh.ru/vacancy/38182644,,,,,https://hh.ru
Администратор Oracle,https://hh.ru/vacancy/38953308,,,,,https://hh.ru
Junior Инженер DevOps,https://hh.ru/vacancy/38928545,,,,,https://hh.ru
Стажер-аналитик в команду HR продуктов,https://hh.ru/vacancy/38943890,,,,,https://hh.ru
Инженер группы внедрения средств защиты информации,https://hh.ru/vacancy/38967101,,,,,https://hh.ru
"Стажер, Группа улучшения бизнес-технологий и ИТ, направление SAP (Sales Cloud)",https://hh.ru/vacancy/38966764,,,,,https://hh.ru
Разработчик технического зрения (Computer Vision/Image Processing),https://hh.ru/vacancy/38917556,,,,,https://hh.ru
Эксперт / архитектор 1С,https://hh.ru/vacancy/38465721,,,,,https://hh.ru
Архитектор (Security Web Gateway),https://hh.ru/vacancy/35747171,,,,,https://hh.ru
Solutions Architect,https://hh.ru/vacancy/38981844,,,,,https://hh.ru
Руководитель службы Информационной безопасности,https://hh.ru/vacancy/38640900,,,,,https://hh.ru
Эксперт по мониторингу рыночных рисков,https://hh.ru/vacancy/35657783,,,,,https://hh.ru
Программист C# / .Net (Middle),https://hh.ru/vacancy/38034816,,,,,https://hh.ru
Python developer + С# (CoreTech),https://hh.ru/vacancy/38907066,,,,,https://hh.ru
Руководитель направления по исследованию данных (R&D),https://hh.ru/vacancy/38210658,,,,,https://hh.ru
Разработчик (SberRadar),https://hh.ru/vacancy/38388596,,,,,https://hh.ru
Java-разработчик,https://hh.ru/vacancy/37008310,,,,,https://hh.ru
Senior Automation QA,https://hh.ru/vacancy/38520777,,,,,https://hh.ru
"Инженер DevOps (integration, Брокерский бизнес)",https://hh.ru/vacancy/37642541,,,,,https://hh.ru
Инженер внедрения и сопровождения клиентов (O-City),https://hh.ru/vacancy/38365998,,,,,https://hh.ru
Data analyst / ML engineer (Аналитик данных),https://hh.ru/vacancy/38907401,,,,,https://hh.ru
Инженер тестовых сред (инфраструктура),https://hh.ru/vacancy/38670580,,,,,https://hh.ru
QA Automation Engineer в команду Prime & satellites,https://hh.ru/vacancy/37005844,,,,,https://hh.ru
Консультант по информационным системам,https://hh.ru/vacancy/38853253,,,,,https://hh.ru
Ведущий исследователь - С++ разработчик (Image Processing group),https://hh.ru/vacancy/37815766,,,,,https://hh.ru
Системный инженер по операторам связи (стажер),https://hh.ru/vacancy/38952057,,,,,https://hh.ru
Старший научный сотрудник Ресурсного центра аналитических методов (г. Сочи),https://hh.ru/vacancy/38461046,120000,120000,руб.,месяц,https://hh.ru
Аналитик - Разработчик,https://hh.ru/vacancy/38957152,,,,,https://hh.ru
DevOps-инженер,https://hh.ru/vacancy/38162139,,,,,https://hh.ru
Database Administrator (DBA),https://hh.ru/vacancy/38623830,,,,,https://hh.ru
Эксперт по методологии рыночных рисков,https://hh.ru/vacancy/36180003,,,,,https://hh.ru
Software Engineer (ML algorithm implementation),https://hh.ru/vacancy/38928026,,,,,https://hh.ru
Разработчик Python (в Управление перспективных технологий),https://hh.ru/vacancy/38324036,,,,,https://hh.ru
Ведущий инженер-программист / разработчик аппаратных решений,https://hh.ru/vacancy/38956807,,,,,https://hh.ru
Разработчик Ruby,https://hh.ru/vacancy/38259544,,,,,https://hh.ru
Системный администратор Linux/DevOps,https://hh.ru/vacancy/38928351,,,,,https://hh.ru
RPA Разработчик,https://hh.ru/vacancy/37478624,,,,,https://hh.ru
Системный администратор Linux,https://hh.ru/vacancy/38935389,,,,,https://hh.ru
Backend Developer,https://hh.ru/vacancy/38956601,,,,,https://hh.ru
Руководитель направления разработки защищенных программ,https://hh.ru/vacancy/38957554,,,,,https://hh.ru
Ведущий специалист по тестированию,https://hh.ru/vacancy/37846293,150000,,руб.,месяц,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/37999792,,,,,https://hh.ru
Старший/Ведущий инженер по тестированию (функциональное тестирование),https://hh.ru/vacancy/37101562,,,,,https://hh.ru
Ведущий инженер (Сопровождение системы защиты от DDoS-атак),https://hh.ru/vacancy/38961857,,,,,https://hh.ru
Специалист по планированию,https://hh.ru/vacancy/38395172,,,,,https://hh.ru
Web-аналитик,https://hh.ru/vacancy/38926456,,,,,https://hh.ru
DevOps инженер (проект SOWA),https://hh.ru/vacancy/38944289,,,,,https://hh.ru
DevOps engineer,https://hh.ru/vacancy/37605255,,,,,https://hh.ru
Junior Java Developer,https://hh.ru/vacancy/38932280,50000,80000,руб.,месяц,https://hh.ru
Инженер DevOps (SberWorks),https://hh.ru/vacancy/36936244,,,,,https://hh.ru
Инженер DevOps (SberWorks),https://hh.ru/vacancy/37116305,,,,,https://hh.ru
NLP Разработчик (Центр искусственного интеллекта),https://hh.ru/vacancy/38948382,,,,,https://hh.ru
DevOps инженер,https://hh.ru/vacancy/38899253,,,,,https://hh.ru
DevOps / Системный администратор-разработчик Linux,https://hh.ru/vacancy/38918563,130000,,руб.,месяц,https://hh.ru
Data Engineer в команду HR,https://hh.ru/vacancy/38435608,,,,,https://hh.ru
Администратор тестовых сред,https://hh.ru/vacancy/38676088,,,,,https://hh.ru
Data Scientist (клиентская аналитика),https://hh.ru/vacancy/38922500,,,,,https://hh.ru
Middle PHP developer,https://hh.ru/vacancy/38964164,,,,,https://hh.ru
Аналитик данных,https://hh.ru/vacancy/37798212,,,,,https://hh.ru
Продуктовый аналитик,https://hh.ru/vacancy/38966944,,,,,https://hh.ru
HR/Рекрутер в IT компанию,https://hh.ru/vacancy/38966614,,,,,https://hh.ru
Менеджер по региональному планированию,https://hh.ru/vacancy/38396088,,,,,https://hh.ru
Senior SDET (QA Automation Engineer),https://hh.ru/vacancy/38647288,,,,,https://hh.ru
Senior DS NLP,https://hh.ru/vacancy/38910980,,,,,https://hh.ru
Главный управляющий портфелем,https://hh.ru/vacancy/38983795,,,,,https://hh.ru
Аналитик-разработчик ETL/Data Engineer,https://hh.ru/vacancy/38461198,,,,,https://hh.ru
Аналитик данных,https://hh.ru/vacancy/38919017,,120000,руб.,месяц,https://hh.ru
